std_name,StrainName,Reference,SRA,Clade,ecological_value,eco_cat1,eco_cat2,eco_cat3
CCG,CLQCA_20-259,Peter et al. 2018,ERR1309013,34. South American Wild,Fruit,NA,Fruit,Plant
CCH,CLQCA_20-314,Peter et al. 2018,ERR1308722,34. South American Wild,Insect,NA,Animal,Clinical
CCI,CLQCA_20-248,Peter et al. 2018,ERR1309222,34. South American Wild,Insect,NA,Animal,Clinical
CCL,N19-1C,Peter et al. 2018,ERR1309248,14. Mediterranean Oak,Tree,NA,Tree,Plant
CCM,N493-2C,Peter et al. 2018,ERR1309012,1. AU Wine 1,Tree,NA,Tree,Plant
CCN,VKM_Y-504:S,Peter et al. 2018,ERR1308732,35. Chinese Wild,Fruit,NA,Fruit,Plant
CCP,IFO_0877:6-1,Peter et al. 2018,ERR1308741,39. Asian Oak,Tree,NA,Tree,Plant
CCQ,Ksc2-2B,Peter et al. 2018,ERR1308830,NA,Tree,NA,Tree,Plant
CCR,Ksc40-8A,Peter et al. 2018,ERR1309198,NA,Tree,NA,Tree,Plant
CCS,Ksc73-2D,Peter et al. 2018,ERR1309150,35. Chinese Wild,Tree,NA,Tree,Plant
CCT,S11F3-6B,Peter et al. 2018,ERR1308694,38. Taiwan Wild 2,Tree,NA,Tree,Plant
CCV,S8BM-30-2D,Peter et al. 2018,ERR1309363,38. Taiwan Wild 2,Tree,NA,Tree,Plant
CDA,S8BM-32-4D(a),Peter et al. 2018,ERR1308658,38. Taiwan Wild 2,Tree,NA,Tree,Plant
CDB,ATCC_66348-1D,Peter et al. 2018,ERR1309270,NA,Soil,NA,Soil,Environmental
CDC,N37-1A,Peter et al. 2018,ERR1309331,NA,Tree,NA,Tree,Plant
CDD,N38-4A,Peter et al. 2018,ERR1308950,NA,Tree,NA,Tree,Plant
CDE,N39-7A,Peter et al. 2018,ERR1308715,NA,Tree,NA,Tree,Plant
CDF,N22.00-5D,Peter et al. 2018,ERR1308604,39. Asian Oak,Fruit,NA,Fruit,Plant
CDG,N3.00-7A,Peter et al. 2018,ERR1309441,39. Asian Oak,Wine,Wine,Brewery,Food
CDH,N159.01-2B,Peter et al. 2018,ERR1309449,39. Asian Oak,Tree,NA,Tree,Plant
CDI,N163.01-5A,Peter et al. 2018,ERR1309078,39. Asian Oak,Tree,NA,Tree,Plant
CDK,CCY_21-4-93:6B,Peter et al. 2018,ERR1309085,NA,Tree,NA,Tree,Plant
CDL,N51-1A,Peter et al. 2018,ERR1309032,35. Chinese Wild,Tree,NA,Tree,Plant
CDM,UFRJ_50613-2D(a),Peter et al. 2018,ERR1308794,NA,Water,NA,Water,Environmental
CDN,UCD_61-190-6A,Peter et al. 2018,ERR1308637,NA,Insect,NA,Animal,Clinical
CDP,N95-5-1A,Peter et al. 2018,ERR1309100,36. North American Wild,Tree,NA,Tree,Plant
CDQ,N95-6-1C,Peter et al. 2018,ERR1308783,NA,Tree,NA,Tree,Plant
CDR,CECT10331:9-1,Peter et al. 2018,ERR1309163,20. Mixed Origins 1,Flower,NA,Flower,Plant
CDS,CECT10351-1B,Peter et al. 2018,ERR1309411,6. West Europe Wine,Fruit,NA,Fruit,Plant
CDT,CECT10171-5B,Peter et al. 2018,ERR1308726,3. Alpechin,Insect,NA,Animal,Clinical
CDV,DBVPG1616-1D,Peter et al. 2018,ERR1309031,6. West Europe Wine,Soil,NA,Soil,Environmental
CEA,DBVPG1617-5A,Peter et al. 2018,ERR1309111,6. West Europe Wine,Soil,NA,Soil,Environmental
CEB,DBVPG1619-4B,Peter et al. 2018,ERR1309017,6. West Europe Wine,Soil,NA,Soil,Environmental
CEC,DBVPG1620-1A,Peter et al. 2018,ERR1308870,6. West Europe Wine,Soil,NA,Soil,Environmental
CED,DBVPG1621-5A,Peter et al. 2018,ERR1308922,6. West Europe Wine,Soil,NA,Soil,Environmental
CEE,DBVPG1622-8B,Peter et al. 2018,ERR1309037,6. West Europe Wine,Soil,NA,Soil,Environmental
CEF,DBVPG1623-2A,Peter et al. 2018,ERR1308703,6. West Europe Wine,Soil,NA,Soil,Environmental
CEG,EM14S01-3B,Peter et al. 2018,ERR1309189,35. Chinese Wild,Soil,NA,Soil,Environmental
CEH,ES2M03-7A,Peter et al. 2018,ERR1308704,39. Asian Oak,Fruit,NA,Fruit,Plant
CEI,GE14S01-7B,Peter et al. 2018,ERR1308746,35. Chinese Wild,Soil,NA,Soil,Environmental
CEK,JCM_2985-4B,Peter et al. 2018,ERR1309167,31. Huangjiu,Fermentation,NA,Fermentation,Food
CEL,JCM_3529-7B,Peter et al. 2018,ERR1308750,31. Huangjiu,Fermentation,NA,Fermentation,Food
CEM,CCY_21-4-89:7-3,Peter et al. 2018,ERR1308774,NA,Fermentation,NA,Fermentation,Food
CEN,ATCC_38618:2-2,Peter et al. 2018,ERR1309405,25. US Clinical 1,Fruit,NA,Fruit,Plant
CEP,ATCC_52922-1C,Peter et al. 2018,ERR1308631,28. Baiju,Fermentation,NA,Fermentation,Food
CEQ,MUCL_30909-2C,Peter et al. 2018,ERR1308767,NA,Fermentation,NA,Fermentation,Food
CER,N34:2-4(a),Peter et al. 2018,ERR1308780,15. African Beer,Bakery,NA,Baking,Food
CES,N26-1-10:7-5(a),Peter et al. 2018,ERR1309165,15. African Beer,Bakery,NA,Baking,Food
CET,N134:7-1(a),Peter et al. 2018,ERR1309358,15. African Beer,Bakery,NA,Baking,Food
CEV,IFO_0289:4-3(b),Peter et al. 2018,ERR1308745,30. Mantou,Distillery,NA,Distilery,Food
CFA,Dji2-2A(a),Peter et al. 2018,ERR1308896,NA,Palm wine,Palm Wine,Brewery,Food
CFB,ho_SB,Peter et al. 2018,ERR1309183,NA,Wine,Wine,Brewery,Food
CFC,4.5_WLP530,Peter et al. 2018,ERR1308839,NA,Beer,Beer,Brewery,Food
CFD,1.3_Safale_US05,Peter et al. 2018,ERR1309393,19. UK Beer,Beer,Beer,Brewery,Food
CFE,4.9_WLP099,Peter et al. 2018,ERR1309225,7. AU Wine 3,Beer,Beer,Brewery,Food
CFF,6.2_WLP570,Peter et al. 2018,ERR1309102,12. Belgium Beer 1,Beer,Beer,Brewery,Food
CFG,1.6_Safale_S40,Peter et al. 2018,ERR1309291,19. UK Beer,Beer,Beer,Brewery,Food
CFH,Nottingham_ale_1.8_Lallemand,Peter et al. 2018,ERR1309433,19. UK Beer,Beer,Beer,Brewery,Food
CFI,2.6_Windsor_British,Peter et al. 2018,ERR1309381,NA,Beer,Beer,Brewery,Food
CFM,5.5_WLP090,Peter et al. 2018,ERR1309468,19. UK Beer,Beer,Beer,Brewery,Food
CFN,3.3_Safale_S-33,Peter et al. 2018,ERR1308648,NA,Beer,Beer,Brewery,Food
CFP,3.4_Safbrew_T-58,Peter et al. 2018,ERR1308594,20. Mixed Origins 1,Beer,Beer,Brewery,Food
CFQ,UCD_40-235,Peter et al. 2018,ERR1309367,6. West Europe Wine,Wine,Wine,Brewery,Food
CFR,UCD_40-248,Peter et al. 2018,ERR1309312,6. West Europe Wine,Wine,Wine,Brewery,Food
CFS,UCD_40-255,Peter et al. 2018,ERR1309156,6. West Europe Wine,Wine,Wine,Brewery,Food
CFT,UCD_40-346,Peter et al. 2018,ERR1309351,NA,Fruit,NA,Fruit,Plant
CFV,UCD_40-49,Peter et al. 2018,ERR1309169,1. AU Wine 1,Fruit,NA,Fruit,Plant
CGB,UCD_05-780,Peter et al. 2018,ERR1309190,16. Canadian Wine,Insect,NA,Animal,Clinical
CGC,UCD_06-645,Peter et al. 2018,ERR1309334,18. Belgium Beer 2,Fruit,NA,Fruit,Plant
CGD,UCD_09-448,Peter et al. 2018,ERR1309434,3. Alpechin,Fruit,NA,Fruit,Plant
CGE,UCD_11-601,Peter et al. 2018,ERR1308720,3. Alpechin,Fruit,NA,Fruit,Plant
CGG,TayTa,Peter et al. 2018,ERR1309326,30. Mantou,NA,NA,NA,NA
CGH,VNL3,Peter et al. 2018,ERR1309139,NA,NA,NA,NA,NA
CGI,Me7,Peter et al. 2018,ERR1308692,30. Mantou,NA,NA,NA,NA
CGK,Lx2,Peter et al. 2018,ERR1309239,31. Huangjiu,NA,NA,NA,NA
CGL,BMQ557,Peter et al. 2018,ERR1308895,30. Mantou,NA,NA,NA,NA
CGN,SGB1,Peter et al. 2018,ERR1309087,30. Mantou,Fermentation,NA,Fermentation,Food
CGP,SG4,Peter et al. 2018,ERR1309284,30. Mantou,NA,NA,NA,NA
CGQ,RR1a,Peter et al. 2018,ERR1309461,31. Huangjiu,NA,NA,NA,NA
CGR,VL5,Peter et al. 2018,ERR1309492,30. Mantou,Fermentation,NA,Fermentation,Food
CGS,Ca6,Peter et al. 2018,ERR1308721,1. AU Wine 1,Wine,Wine,Brewery,Food
CGT,Lib39,Peter et al. 2018,ERR1309219,1. AU Wine 1,Wine,Wine,Brewery,Food
CGV,Lib51,Peter et al. 2018,ERR1308815,6. West Europe Wine,Wine,Wine,Brewery,Food
CHA,Lib52,Peter et al. 2018,ERR1309281,7. AU Wine 3,Wine,Wine,Brewery,Food
CHB,Lib54,Peter et al. 2018,ERR1309435,1. AU Wine 1,Wine,Wine,Brewery,Food
CHC,Lib61,Peter et al. 2018,ERR1309386,6. West Europe Wine,Wine,Wine,Brewery,Food
CHD,Lib70,Peter et al. 2018,ERR1309398,1. AU Wine 1,Wine,Wine,Brewery,Food
CHE,Lib71,Peter et al. 2018,ERR1308874,6. West Europe Wine,Wine,Wine,Brewery,Food
CHF,Lib73,Peter et al. 2018,ERR1309205,NA,Wine,Wine,Brewery,Food
CHG,324-6C,Peter et al. 2018,ERR1308990,21. Mixed Origins 2,Bakery,NA,Baking,Food
CHH,319-5C,Peter et al. 2018,ERR1308772,21. Mixed Origins 2,Bakery,NA,Baking,Food
CHI,646-3B,Peter et al. 2018,ERR1309321,20. Mixed Origins 1,Bakery,NA,Baking,Food
CHK,Win-8B,Peter et al. 2018,ERR1309299,NA,Beer,Beer,Brewery,Food
CHL,SBE-1C,Peter et al. 2018,ERR1309074,20. Mixed Origins 1,Bakery,NA,Baking,Food
CHM,SBD,Peter et al. 2018,ERR1308585,31. Huangjiu,Bakery,NA,Baking,Food
CHN,B9b-1,Peter et al. 2018,ERR1309164,NA,Bakery,NA,Baking,Food
CHP,B9c-1,Peter et al. 2018,ERR1309303,NA,Bakery,NA,Baking,Food
CHQ,B10-1,Peter et al. 2018,ERR1309460,NA,Bakery,NA,Baking,Food
CHR,SC_29_F._Dromer_IP,Peter et al. 2018,ERR1309136,21. Mixed Origins 2,Human_clinical,NA,Human,Clinical
CHS,SC_32_F._Dromer_IP,Peter et al. 2018,ERR1309373,NA,Human_clinical,NA,Human,Clinical
CHT,SC_33_F._Dromer_IP,Peter et al. 2018,ERR1308919,NA,Human_clinical,NA,Human,Clinical
CHV,SRC_120,Peter et al. 2018,ERR1309071,NA,Cider,Cider,Brewery,Food
CIA,SRC_147,Peter et al. 2018,ERR1308712,1. AU Wine 1,Industrial,NA,Industrial,Industrial
CIB,SRC_213,Peter et al. 2018,ERR1308828,1. AU Wine 1,Industrial,NA,Industrial,Industrial
CIC,Ponton_11,Peter et al. 2018,ERR1308701,NA,Human_clinical,NA,Human,Clinical
CID,Ponton_12,Peter et al. 2018,ERR1308602,NA,Human_clinical,NA,Human,Clinical
CIE,Ponton_13,Peter et al. 2018,ERR1309210,20. Mixed Origins 1,Human_clinical,NA,Human,Clinical
CIF,Ponton_14,Peter et al. 2018,ERR1309308,NA,Human_clinical,NA,Human,Clinical
CIG,PB11,Peter et al. 2018,ERR1309289,NA,Human_clinical,NA,Human,Clinical
CIH,PB12,Peter et al. 2018,ERR1309301,NA,Human_clinical,NA,Human,Clinical
CII,PB13,Peter et al. 2018,ERR1308851,NA,Human_clinical,NA,Human,Clinical
CIK,PB14,Peter et al. 2018,ERR1308929,NA,Human_clinical,NA,Human,Clinical
CIL,PB15,Peter et al. 2018,ERR1308754,NA,Human_clinical,NA,Human,Clinical
CIM,malade_Hc6553,Peter et al. 2018,ERR1309356,6. West Europe Wine,Human_clinical,NA,Human,Clinical
CIN,malade_Pac6436,Peter et al. 2018,ERR1309462,6. West Europe Wine,Human_clinical,NA,Human,Clinical
CIP,malade_6442,Peter et al. 2018,ERR1308710,6. West Europe Wine,Human_clinical,NA,Human,Clinical
CIQ,malade_6452,Peter et al. 2018,ERR1308942,6. West Europe Wine,Human_clinical,NA,Human,Clinical
CIR,malade_6441,Peter et al. 2018,ERR1309005,6. West Europe Wine,Human_clinical,NA,Human,Clinical
CIS,malade_Elbaz_6766,Peter et al. 2018,ERR1308688,6. West Europe Wine,Human_clinical,NA,Human,Clinical
CIT,malade_459_Labaume,Peter et al. 2018,ERR1309265,6. West Europe Wine,Human_clinical,NA,Human,Clinical
CIV,malade_1124/150017,Peter et al. 2018,ERR1309419,6. West Europe Wine,Human_clinical,NA,Human,Clinical
CKA,malade_3285/11-2-4,Peter et al. 2018,ERR1309407,NA,Human_clinical,NA,Human,Clinical
CKB,malade_98_1655/125391,Peter et al. 2018,ERR1309453,6. West Europe Wine,Human_clinical,NA,Human,Clinical
CKC,malade_139287/11_2_1,Peter et al. 2018,ERR1309213,6. West Europe Wine,Human_clinical,NA,Human,Clinical
CKD,malade_97_138633/11-2-5,Peter et al. 2018,ERR1308905,6. West Europe Wine,Human_clinical,NA,Human,Clinical
CKE,malade_141076/11210,Peter et al. 2018,ERR1309043,6. West Europe Wine,Human_clinical,NA,Human,Clinical
CKF,malade_150865/1122,Peter et al. 2018,ERR1308887,6. West Europe Wine,Human_clinical,NA,Human,Clinical
CKG,UL_G84F88I90,Peter et al. 2018,ERR1308941,6. West Europe Wine,Fruit,NA,Fruit,Plant
CKH,ultra_lev._1127,Peter et al. 2018,ERR1308801,6. West Europe Wine,Industrial,NA,Industrial,Industrial
CKI,perentol,Peter et al. 2018,ERR1309436,6. West Europe Wine,Human_clinical,NA,Human,Clinical
CKK,malade_98_3312,Peter et al. 2018,ERR1309226,21. Mixed Origins 2,Human_clinical,NA,Human,Clinical
CKL,malade_98_3161,Peter et al. 2018,ERR1308641,6. West Europe Wine,Human_clinical,NA,Human,Clinical
CKM,malade_98_2574,Peter et al. 2018,ERR1309016,6. West Europe Wine,Human_clinical,NA,Human,Clinical
CKN,malade_98_2601,Peter et al. 2018,ERR1308669,NA,Human_clinical,NA,Human,Clinical
CKP,malade_Broussais,Peter et al. 2018,ERR1308600,6. West Europe Wine,Human_clinical,NA,Human,Clinical
CKQ,malade_M2402A_Necker_,Peter et al. 2018,ERR1309065,6. West Europe Wine,Human_clinical,NA,Human,Clinical
CKR,malade_Darkman,Peter et al. 2018,ERR1308626,28. Baiju,Human_clinical,NA,Human,Clinical
CKS,malade_Berchid,Peter et al. 2018,ERR1309340,21. Mixed Origins 2,Human_clinical,NA,Human,Clinical
CKT,malade_Fauot,Peter et al. 2018,ERR1309099,6. West Europe Wine,Human_clinical,NA,Human,Clinical
CKV,malade_Boisse,Peter et al. 2018,ERR1308827,13. French Dairy,Human_clinical,NA,Human,Clinical
CLA,malade_Moreau,Peter et al. 2018,ERR1309416,21. Mixed Origins 2,Human_clinical,NA,Human,Clinical
CLB,sample_40,Peter et al. 2018,ERR1309234,14. Mediterranean Oak,Tree,NA,Tree,Plant
CLC,sample_50,Peter et al. 2018,ERR1308728,14. Mediterranean Oak,Tree,NA,Tree,Plant
CLD,sample_33,Peter et al. 2018,ERR1309022,14. Mediterranean Oak,Flower,NA,Flower,Plant
CLG,NCYC_2966,Peter et al. 2018,ERR1308729,NA,Human_clinical,NA,Human,Clinical
CLH,NCYC_2743,Peter et al. 2018,ERR1308629,6. West Europe Wine,Wine,Wine,Brewery,Food
CLI,K5,Peter et al. 2018,ERR1309218,29. Sake,Sake,Sake,Distillary,Food
CLK,K9,Peter et al. 2018,ERR1308902,29. Sake,Sake,Sake,Distillary,Food
CLL,K10,Peter et al. 2018,ERR1309166,29. Sake,Sake,Sake,Distillary,Food
CLM,K13,Peter et al. 2018,ERR1309148,29. Sake,Sake,Sake,Distillary,Food
CLN,K14,Peter et al. 2018,ERR1309400,29. Sake,Sake,Sake,Distillary,Food
CLP,K15,Peter et al. 2018,ERR1309178,29. Sake,Sake,Sake,Distillary,Food
CLQ,UC5,Peter et al. 2018,ERR1308625,29. Sake,Sake,Sake,Distillary,Food
CLR,RIB1008,Peter et al. 2018,ERR1309030,29. Sake,Sake,Sake,Distillary,Food
CLS,RIB1010,Peter et al. 2018,ERR1309034,29. Sake,Sake,Sake,Distillary,Food
CLT,RIB1011,Peter et al. 2018,ERR1309277,29. Sake,Sake,Sake,Distillary,Food
CLV,RIB1012,Peter et al. 2018,ERR1308985,29. Sake,Sake,Sake,Distillary,Food
CMB,RIB1014,Peter et al. 2018,ERR1309253,29. Sake,Sake,Sake,Distillary,Food
CMC,RIB1015,Peter et al. 2018,ERR1309021,29. Sake,Sake,Sake,Distillary,Food
CMD,RIB1016,Peter et al. 2018,ERR1308734,29. Sake,Sake,Sake,Distillary,Food
CME,RIB1017,Peter et al. 2018,ERR1308619,29. Sake,Sake,Sake,Distillary,Food
CMF,RIB6001,Peter et al. 2018,ERR1308700,29. Sake,Sake,Sake,Distillary,Food
CMG,RIB6002,Peter et al. 2018,ERR1308850,NA,Sake,Sake,Distillary,Food
CMH,RIB6003,Peter et al. 2018,ERR1309195,29. Sake,Sake,Sake,Distillary,Food
CMI,RIB6004,Peter et al. 2018,ERR1309081,29. Sake,Sake,Sake,Distillary,Food
CMK,RIB6005,Peter et al. 2018,ERR1309057,29. Sake,Sake,Sake,Distillary,Food
CML,RIB6006,Peter et al. 2018,ERR1309049,29. Sake,Sake,Sake,Distillary,Food
CMM,RIB6007,Peter et al. 2018,ERR1308706,29. Sake,Sake,Sake,Distillary,Food
CMN,RIB0007,Peter et al. 2018,ERR1309179,29. Sake,Sake,Sake,Distillary,Food
CMP,YPS615,Peter et al. 2018,ERR1309443,34. South American Wild,Tree,NA,Tree,Plant
CMQ,YPS617,Peter et al. 2018,ERR1308776,34. South American Wild,Tree,NA,Tree,Plant
CMS,YPS670,Peter et al. 2018,ERR1308999,36. North American Wild,Tree,NA,Tree,Plant
CMT,SM.9.4.BR2,Peter et al. 2018,ERR1309134,11. Brazilian Bioethanol,Bioethanol,NA,Bioethanol,Industrial
CNB,SM.8.2.C13,Peter et al. 2018,ERR1309287,11. Brazilian Bioethanol,Bioethanol,NA,Bioethanol,Industrial
CNC,SM8.3.M5,Peter et al. 2018,ERR1309379,NA,Bioethanol,NA,Bioethanol,Industrial
CNE,SM.8.7.L8,Peter et al. 2018,ERR1309346,11. Brazilian Bioethanol,Bioethanol,NA,Bioethanol,Industrial
CNF,SM.8.7.L9,Peter et al. 2018,ERR1308869,11. Brazilian Bioethanol,Bioethanol,NA,Bioethanol,Industrial
CNG,SM.8.7.BR1,Peter et al. 2018,ERR1308859,11. Brazilian Bioethanol,Bioethanol,NA,Bioethanol,Industrial
CNH,SM.8.8.BL1,Peter et al. 2018,ERR1308925,11. Brazilian Bioethanol,Bioethanol,NA,Bioethanol,Industrial
CNI,SM.8.8.CVR1,Peter et al. 2018,ERR1308810,11. Brazilian Bioethanol,Bioethanol,NA,Bioethanol,Industrial
CNK,SA.1.5.,Peter et al. 2018,ERR1309329,11. Brazilian Bioethanol,Bioethanol,NA,Bioethanol,Industrial
CNL,SA.9.2.BL3,Peter et al. 2018,ERR1309339,11. Brazilian Bioethanol,Bioethanol,NA,Bioethanol,Industrial
CNM,SA.9.3.VR1,Peter et al. 2018,ERR1308862,11. Brazilian Bioethanol,Bioethanol,NA,Bioethanol,Industrial
CNN,SA.9.4.VL4,Peter et al. 2018,ERR1309264,11. Brazilian Bioethanol,Bioethanol,NA,Bioethanol,Industrial
CNP,SA.9.4.BR2,Peter et al. 2018,ERR1309465,11. Brazilian Bioethanol,Bioethanol,NA,Bioethanol,Industrial
CNQ,SA.10.1.VL1,Peter et al. 2018,ERR1309357,11. Brazilian Bioethanol,Bioethanol,NA,Bioethanol,Industrial
CNR,SA.10.1.VR4,Peter et al. 2018,ERR1309211,11. Brazilian Bioethanol,Bioethanol,NA,Bioethanol,Industrial
CNS,RP11.4.1,Peter et al. 2018,ERR1309463,11. Brazilian Bioethanol,Bioethanol,NA,Bioethanol,Industrial
CNT,RP11.4.11,Peter et al. 2018,ERR1309424,11. Brazilian Bioethanol,Bioethanol,NA,Bioethanol,Industrial
CNV,RP11.4.14,Peter et al. 2018,ERR1309157,11. Brazilian Bioethanol,Bioethanol,NA,Bioethanol,Industrial
CPA,906,Peter et al. 2018,ERR1309267,23. Mexican Agave,Nature,NA,NA,Environmental
CPB,995,Peter et al. 2018,ERR1309128,NA,Beer,Beer,Brewery,Food
CPC,997,Peter et al. 2018,ERR1309001,NA,Fruit,NA,Fruit,Plant
CPD,1175,Peter et al. 2018,ERR1308646,12. Belgium Beer 1,Beer,Beer,Brewery,Food
CPE,1216,Peter et al. 2018,ERR1309107,NA,NA,NA,NA,NA
CPF,1235,Peter et al. 2018,ERR1308606,NA,NA,NA,NA,NA
CPG,1560,Peter et al. 2018,ERR1309075,3. Alpechin,Nature,NA,NA,Environmental
CPI,LCBG-3D6,Peter et al. 2018,ERR1308853,23. Mexican Agave,Distillery,NA,Distilery,Food
CPK,LCBG-Mosca3,Peter et al. 2018,ERR1308622,23. Mexican Agave,Distillery,NA,Distilery,Food
CPL,LCBG-4Y3,Peter et al. 2018,ERR1309336,23. Mexican Agave,Distillery,NA,Distilery,Food
CPM,LCBG-3D2,Peter et al. 2018,ERR1308995,23. Mexican Agave,Distillery,NA,Distilery,Food
CPN,LCBG-3Y3,Peter et al. 2018,ERR1309068,23. Mexican Agave,Distillery,NA,Distilery,Food
CPQ,LCBG-3D4,Peter et al. 2018,ERR1309045,23. Mexican Agave,Distillery,NA,Distilery,Food
CPR,LCBG-3Y8,Peter et al. 2018,ERR1308806,23. Mexican Agave,Distillery,NA,Distilery,Food
CPS,FTPW4,Peter et al. 2018,ERR1309470,33. African Palm Wine,Palm wine,Palm Wine,Brewery,Food
CPT,FTPW3,Peter et al. 2018,ERR1309202,33. African Palm Wine,Palm wine,Palm Wine,Brewery,Food
CQA,FTPW32,Peter et al. 2018,ERR1309255,33. African Palm Wine,Palm wine,Palm Wine,Brewery,Food
CQB,FTPW35,Peter et al. 2018,ERR1308963,33. African Palm Wine,Palm wine,Palm Wine,Brewery,Food
CQC,MTF2546,Peter et al. 2018,ERR1308982,26. West African Cocoa,Fermentation,NA,Fermentation,Food
CQD,MTF2547,Peter et al. 2018,ERR1308713,26. West African Cocoa,Fermentation,NA,Fermentation,Food
CQE,MTF2548,Peter et al. 2018,ERR1309181,26. West African Cocoa,Fermentation,NA,Fermentation,Food
CQF,MTF2549,Peter et al. 2018,ERR1309519,26. West African Cocoa,Fermentation,NA,Fermentation,Food
CQG,MTF2550,Peter et al. 2018,ERR1309372,26. West African Cocoa,Fermentation,NA,Fermentation,Food
CQH,MTF2551,Peter et al. 2018,ERR1308735,26. West African Cocoa,Fermentation,NA,Fermentation,Food
CQI,MTF2552,Peter et al. 2018,ERR1309004,26. West African Cocoa,Fermentation,NA,Fermentation,Food
CQK,MTF2553,Peter et al. 2018,ERR1308914,26. West African Cocoa,Fermentation,NA,Fermentation,Food
CQL,MTF2554,Peter et al. 2018,ERR1308840,26. West African Cocoa,Fermentation,NA,Fermentation,Food
CQM,MTF2555,Peter et al. 2018,ERR1308831,26. West African Cocoa,Fermentation,NA,Fermentation,Food
CQN,MTF2556,Peter et al. 2018,ERR1309298,26. West African Cocoa,Fermentation,NA,Fermentation,Food
CQP,MTF2557,Peter et al. 2018,ERR1309388,26. West African Cocoa,Fermentation,NA,Fermentation,Food
CQQ,RIB1006,Peter et al. 2018,ERR1309278,29. Sake,Sake,Sake,Distillary,Food
CQR,RIB1007,Peter et al. 2018,ERR1308885,29. Sake,Sake,Sake,Distillary,Food
CQS,CEY647,Peter et al. 2018,ERR1309018,22. French Guiana Human,Nature,NA,NA,Environmental
CQT,L-982,Peter et al. 2018,ERR1308744,8. AU Wine 4,Wine,Wine,Brewery,Food
CQV,CD7-9Sv2,Peter et al. 2018,ERR1309418,6. West Europe Wine,Wine,Wine,Brewery,Food
CRA,RB3-7Sc2,Peter et al. 2018,ERR1308711,6. West Europe Wine,Wine,Wine,Brewery,Food
CRB,SC2-37,Peter et al. 2018,ERR1309228,6. West Europe Wine,Wine,Wine,Brewery,Food
CRC,Ba-215,Peter et al. 2018,ERR1308944,7. AU Wine 3,Wine,Wine,Brewery,Food
CRD,FIMA_3,Peter et al. 2018,ERR1308959,6. West Europe Wine,Wine,Wine,Brewery,Food
CRE,CLQCA_17-111,Peter et al. 2018,ERR1308782,28. Baiju,Insect,NA,Animal,Clinical
CRG,L-846,Peter et al. 2018,ERR1309473,8. AU Wine 4,Wine,Wine,Brewery,Food
CRH,L-319,Peter et al. 2018,ERR1309354,6. West Europe Wine,Wine,Wine,Brewery,Food
CRI,AGME_5I,Peter et al. 2018,ERR1308881,8. AU Wine 4,Wine,Wine,Brewery,Food
CRK,E1-6,Peter et al. 2018,ERR1308837,6. West Europe Wine,Wine,Wine,Brewery,Food
CRL,C-6,Peter et al. 2018,ERR1308952,7. AU Wine 3,Wine,Wine,Brewery,Food
CRV,FY5,Peter et al. 2018,ERR1527928,24. Lab Strains,Lab strain,NA,NA,Lab
SACE_GAL,SK1,Peter et al. 2018,SRR650008,33. African Palm Wine,Lab strain,NA,NA,Lab
SACE_GAP,L-1528,Maclean et al. 2017,SRR3481366,6. West Europe Wine,Wine,Wine,Brewery,Food
SACE_GAS,UWOPS83-787_3,Peter et al. 2018,NA,36. North American Wild,Nature,NA,NA,Environmental
SACE_GAT,UWOPS87-2421,Peter et al. 2018,NA,34. South American Wild,Nature,NA,NA,Environmental
SACE_GAV,W303,Song et al. 2015,SRR1569900,24. Lab Strains,laboratory sample,NA,NA,Lab
SACE_MAA,273614N,Peter et al. 2018,SRR649842,NA,Human_clinical,NA,Human,Clinical
SACE_MAB,378604X,Peter et al. 2018,SRR649905,NA,Human_clinical,NA,Human,Clinical
SACE_MAL,UWOPS05_227_2,Peter et al. 2018,SRR650010,NA,Insect,NA,Animal,Clinical
SACE_YAA,YJM189,Peter et al. 2018,SRR800764,6. West Europe Wine,Distillery,NA,Distilery,Food
SACE_YAB,YJM193,Peter et al. 2018,SRR800765,12. Belgium Beer 1,Distillery,NA,Distilery,Food
SACE_YAC,YJM195,Peter et al. 2018,SRR800766,33. African Palm Wine,Palm wine,Palm Wine,Brewery,Food
SACE_YAD,YJM244,Peter et al. 2018,SRR800767,1. AU Wine 1,Human_clinical,NA,Human,Clinical
SACE_YAE,YJM248,Peter et al. 2018,SRR800768,3. Alpechin,Human,NA,Human,Clinical
SACE_YAF,YJM270,Peter et al. 2018,SRR800769,5. Georgian Wine,Wine,Wine,Brewery,Food
SACE_YAG,YJM271,Peter et al. 2018,SRR800770,12. Belgium Beer 1,Beer,Beer,Brewery,Food
SACE_YAK,YJM450,Peter et al. 2018,SRR800774,NA,Human_clinical,NA,Human,Clinical
SACE_YAL,YJM451,Peter et al. 2018,SRR800775,NA,Human_clinical,NA,Human,Clinical
SACE_YAM,YJM453,Peter et al. 2018,SRR800776,1. AU Wine 1,Human_clinical,NA,Human,Clinical
SACE_YAN,YJM456,Peter et al. 2018,SRR800777,NA,Human_clinical,NA,Human,Clinical
SACE_YAP,YJM541,Peter et al. 2018,SRR800779,25. US Clinical 1,Human_clinical,NA,Human,Clinical
SACE_YAQ,YJM554,Peter et al. 2018,SRR800780,25. US Clinical 1,Human_clinical,NA,Human,Clinical
SACE_YAR,YJM555,Peter et al. 2018,SRR800781,25. US Clinical 1,Human_clinical,NA,Human,Clinical
